teks_bersih,kategori,urgensi,instansi
halo pemda jalan amblas dalem banget motor aku sampe jatuh tadi malem tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
jembatan retak parah goyang kalo dilewati truk tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bu pak walikota salatiga keren banget programnya bagus harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tolong jalan di komplek ada yang berlubang kecil harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: pasar tradisional sampahnya numpuk bau amis kemana mana udah lama nih,kebersihan,urgen,Dinas Lingkungan Hidup
bu lingkungan rt kurang bersih perlu kerja bakti,kebersihan,biasa,Dinas Lingkungan Hidup
tolong pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak akta kelahiran anak susah banget diurusnya syaratnya berbelit belit,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih obat obatan di puskesmas sering kosong pasien disuruh beli sendiri,kesehatan,urgen,Dinas Kesehatan
jalan berlubang gede di depan sekolah udah ada yang jatuh harap segera ada tindakan,infrastruktur,urgen,Dinas Pekerjaan Umum
ada kelompok yang sering bikin keributan di malam hari ganggu warga tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
tolong aspal di depan rumah saya mengelupas mohon ditindak,infrastruktur,biasa,Dinas Pekerjaan Umum
mohon bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak urus izin usaha kecil dipersulit minta biaya yang ga jelas udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak jambret hp terjadi siang hari di jalan ramai pelaku kabur,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: penculikan anak terjadi di dekat sekolah dasar tolong segera ditangani segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: tempat sampah di halte bus udah penuh perlu dikosongkan kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
pak klinik desa ga ada dokter tetap cuma ada perawat kami sangat terganggu,kesehatan,urgen,Dinas Kesehatan
paving block di trotoar ada beberapa yang copot,infrastruktur,biasa,Dinas Pekerjaan Umum
bu ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong jambret hp terjadi siang hari di jalan ramai pelaku kabur,keamanan,urgen,Satuan Polisi Pamong Praja
salut sama kerja keras pak lurah kami minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih lampu taman di alun alun beberapa yang mati segera ya pak,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: lampu taman di alun alun beberapa yang mati udah lama nih,infrastruktur,biasa,Dinas Pekerjaan Umum
sktm buat daftar sekolah ga bisa didapat harus nyogok dulu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
konflik warga udah berlangsung lama belum ada penyelesaian dari aparat,keamanan,urgen,Satuan Polisi Pamong Praja
tolong pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat harap segera ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi pemda semoga makin maju kotanya minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada kasus meningitis di kampung kami 3 orang udah masuk icu,kesehatan,sangat_urgen,Dinas Kesehatan
limbah kimia ngalir ke sawah tanaman warga pada mati harap segera ada tindakan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pak halte bus atapnya bocor ujan masuk,infrastruktur,biasa,Dinas Pekerjaan Umum
ada penembakan di daerah kami warga panik ga berani keluar rumah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih papan nama jalan udah pudar susah dibaca,infrastruktur,biasa,Dinas Pekerjaan Umum
pkl di trotoar bikin macet dan ganggu lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
halo pemda ada pembuangan limbah ilegal di dekat sekolah baunya menyengat,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo pemda got depan rumah agak kotor perlu dikuras,kebersihan,biasa,Dinas Lingkungan Hidup
tolong ada beberapa warga yang buang sampah sembarangan di pinggir jalan,kebersihan,biasa,Dinas Lingkungan Hidup
laporan: halte bus atapnya bocor ujan masuk,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: sampah medis bekas jarum suntik berserakan di taman bermain anak minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
laporan: info jadwal dokter di puskesmas ga pernah diupdate segera ya pak,kesehatan,biasa,Dinas Kesehatan
halo pemda selokan penuh sampah plastik air meluap ke jalan minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
pak jambret hp terjadi siang hari di jalan ramai pelaku kabur udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: trotoar di jalan ahmad yani retak retak minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
ibu hamil di desa kami susah akses bidan jaraknya jauh banget mohon ditindak,kesehatan,urgen,Dinas Kesehatan
nomor antrian di kantor kecamatan sistemnya masih manual,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk harap segera ada tindakan,kebersihan,urgen,Dinas Lingkungan Hidup
penerangan jalan minim banget malem gelap gulita rawan kejahatan udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
ijazah anak ditahan sekolah karena masalah administrasi,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
premanisme di pasar makin merajalela pedagang resah,keamanan,urgen,Satuan Polisi Pamong Praja
tolong pelayanan di kecamatan lama banget bisa nunggu sampe sore mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu posyandu ga aktif udah 4 bulan balita ga ada yang pantau tumbuh kembangnya,kesehatan,urgen,Dinas Kesehatan
motor parkir sembarangan di badan jalan ganggu arus lalu lintas harap segera ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
halo pemda kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih sampah berserakan di depan minimarket ga ada yang bersihin,kebersihan,biasa,Dinas Lingkungan Hidup
laporan: acara agustusan di kelurahan seru banget makasih pak rt,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tolong aspal di depan rumah saya mengelupas kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
pak sungai kecil belakang perumahan penuh sampah bau busuk,kebersihan,urgen,Dinas Lingkungan Hidup
tolong ada ancaman bom di pasar warga pada lari harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu fogging dbd ga pernah dilakukan padahal kasus terus naik tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
pengaduan: sungai kecil belakang perumahan penuh sampah bau busuk harap segera ada tindakan,kebersihan,urgen,Dinas Lingkungan Hidup
pak nomor antrian di kantor kecamatan sistemnya masih manual,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mohon keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
klinik desa ga ada dokter tetap cuma ada perawat,kesehatan,urgen,Dinas Kesehatan
tolong kasus pencurian di komplek kami makin sering ga ada ronda kami sangat terganggu,keamanan,urgen,Satuan Polisi Pamong Praja
mohon warga banyak sesak napas akibat polusi pabrik terdekat kami sangat terganggu,kesehatan,sangat_urgen,Dinas Kesehatan
pengaduan: taman kota kotor banyak sampah dedaunan minta tolong banget,kebersihan,biasa,Dinas Lingkungan Hidup
pak puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali kapan diselesaikan,kesehatan,urgen,Dinas Kesehatan
pengaduan: pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar,kesehatan,urgen,Dinas Kesehatan
mau lapor nih parkir liar di depan toko halangi pejalan kaki kapan diselesaikan,keamanan,biasa,Satuan Polisi Pamong Praja
bu loket pelayanan ktp cuma buka sampai jam 11 terlalu singkat harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pak terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat,kesehatan,sangat_urgen,Dinas Kesehatan
kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong ada pedagang yang jualan di badan jalan bahayain pengendara segera ya pak,keamanan,biasa,Satuan Polisi Pamong Praja
ada pungutan liar di terminal oleh oknum preman kapan diselesaikan,keamanan,urgen,Satuan Polisi Pamong Praja
pak ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
bu ada penembakan di daerah kami warga panik ga berani keluar rumah kami sangat terganggu,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda pelayanan di kecamatan lama banget bisa nunggu sampe sore mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ruangan pelayanan dukcapil kurang nyaman ga ada ac kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
got depan rumah mampet banjir kecil tiap hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan segera ya pak,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: cat jembatan udah kusam perlu dicat ulang,infrastruktur,biasa,Dinas Pekerjaan Umum
pengaduan: bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
jembatan retak parah goyang kalo dilewati truk,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
limbah pabrik dibuang ke kali sumber air minum warga udah pada mual,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pak ada penembakan di daerah kami warga panik ga berani keluar rumah tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada kelompok yang sering bikin keributan di malam hari ganggu warga,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda petugas kelurahan sering ga ada di tempat pas jam kerja kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan,kebersihan,urgen,Dinas Lingkungan Hidup
mau lapor nih nomor antrian di kantor kecamatan sistemnya masih manual harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi pemda semoga makin maju kotanya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak ijazah anak ditahan sekolah karena masalah administrasi,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
air pdam berasa aneh bau ga layak minum harap segera ada tindakan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
tolong pasien rujukan ditolak rs tanpa alasan yang jelas mohon ditindak,kesehatan,urgen,Dinas Kesehatan
mau lapor nih imunisasi anak di kelurahan kami ga jalan udah berbulan bulan mohon ditindak,kesehatan,urgen,Dinas Kesehatan
tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera kapan diselesaikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk,kebersihan,urgen,Dinas Lingkungan Hidup
tolong jembatan di desa kami putus total udah ga bisa dilewati sama sekali kami sangat terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
begal sering beroperasi di jalan alternatif desa ga ada patroli,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda akta kelahiran anak susah banget diurusnya syaratnya berbelit belit,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak jalan masuk komplek rusak parah susah dilalui motor tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
nomor antrian di kantor kecamatan sistemnya masih manual mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengaduan: antrian puskesmas ga teratur pasien lansia berdiri berjam jam segera ya pak,kesehatan,urgen,Dinas Kesehatan
ktp saya udah 5 bulan belum jadi padahal semua syarat udah lengkap mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
gorong gorong jebol jalan ambles dalam banget berbahaya kami sangat terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tumpukan sampah terbakar asapnya tebal masuk ke rumah warga sesak napas,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
bu got kecil di depan rumah agak mampet udah lama nih,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong got meluap banjir masuk rumah warga udah setinggi lutut minta tolong banget,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengaduan: maling motor udah masuk ke perumahan kami 3x dalam sebulan ini mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
sungai kecil belakang perumahan penuh sampah bau busuk,kebersihan,urgen,Dinas Lingkungan Hidup
salut sama kerja keras pak lurah kami kami sangat terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tolong bank sampah di kelurahan kami ga jalan kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih pelayanan puskesmas kurang ramah perawatnya galak minta tolong banget,kesehatan,biasa,Dinas Kesehatan
tolong pasien rujukan ditolak rs tanpa alasan yang jelas udah lama nih,kesehatan,urgen,Dinas Kesehatan
tolong acara agustusan di kelurahan seru banget makasih pak rt udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda jalan di komplek ada yang berlubang kecil udah lama nih,infrastruktur,biasa,Dinas Pekerjaan Umum
drainase mampet banjir tiap hujan deras mohon ditindak,infrastruktur,urgen,Dinas Pekerjaan Umum
pak terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami tolong cepet ditangani,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: trotoar di jalan ahmad yani retak retak,infrastruktur,biasa,Dinas Pekerjaan Umum
pak motor parkir sembarangan di badan jalan ganggu arus lalu lintas segera ya pak,keamanan,biasa,Satuan Polisi Pamong Praja
bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
drainase mampet banjir tiap hujan deras tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon tiang listrik mau roboh nih nempel ke pohon rawan banget kena angin,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: cat jembatan udah kusam perlu dicat ulang,infrastruktur,biasa,Dinas Pekerjaan Umum
pohon besar tumbang nutupin jalan utama ga bisa dilewati,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong pemkot salatiga keren programnya pro rakyat,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali,kesehatan,urgen,Dinas Kesehatan
mohon limbah kimia ngalir ke sawah tanaman warga pada mati kami sangat terganggu,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk harap segera ada tindakan,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: lampu jalan di gang kami mati udah 2 minggu gelap bgt malem mohon ditindak,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: bayi gizi buruk parah di desa kami butuh bantuan segera,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda pasar tradisional sampahnya numpuk bau amis kemana mana minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: selamat pagi pemda semoga makin maju kotanya udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
makasih ya udah benerin jalan di depan rumah kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: knalpot brong di jalanan bikin bising ganggu ketenangan warga tolong cepet ditangani,keamanan,biasa,Satuan Polisi Pamong Praja
bu sampah berserakan di depan minimarket ga ada yang bersihin,kebersihan,biasa,Dinas Lingkungan Hidup
mohon tumpukan sampah terbakar asapnya tebal masuk ke rumah warga sesak napas minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo pemda saluran air kecil di gang agak tersumbat daun minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih ibu hamil di desa kami susah akses bidan jaraknya jauh banget segera ya pak,kesehatan,urgen,Dinas Kesehatan
tolong lingkungan kami sekarang udah bersih makasih petugas kebersihan mohon ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
jalan desa kami berlubang-lubang parah apalagi musim hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
informasi syarat urus ktp di website ga update,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
posyandu ga aktif udah 4 bulan balita ga ada yang pantau tumbuh kembangnya segera ya pak,kesehatan,urgen,Dinas Kesehatan
bu jembatan di desa kami putus total udah ga bisa dilewati sama sekali kapan diselesaikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengaduan: petugas kelurahan sering ga ada di tempat pas jam kerja,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
trotoar depan pasar rusak parah orang sering kesandung,infrastruktur,urgen,Dinas Pekerjaan Umum
air pdam berasa aneh bau ga layak minum,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo pemda rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu segera ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: jam buka puskesmas sering ga sesuai jadwal kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
pak walikota salatiga keren banget programnya bagus harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon obat obatan di puskesmas sering kosong pasien disuruh beli sendiri,kesehatan,urgen,Dinas Kesehatan
laporan: bayi gizi buruk parah di desa kami butuh bantuan segera udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
mohon petugas kelurahan sering ga ada di tempat pas jam kerja tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bu warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan kami bgt terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
tiang listrik mau roboh nih nempel ke pohon rawan banget kena angin mohon ditindak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs,kesehatan,sangat_urgen,Dinas Kesehatan
begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda petugas kebersihan jarang masuk ke gang kami,kebersihan,biasa,Dinas Lingkungan Hidup
pengaduan: bahu jalan agak rusak butuh perbaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pemda penertiban pkl ga konsisten balik lagi besoknya,keamanan,biasa,Satuan Polisi Pamong Praja
pak begal sering beroperasi di jalan alternatif desa ga ada patroli tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: mantep deh pemda udah cepet nanggepin keluhan warga tolong cepet ditangani,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu harap segera ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
halo pemda ktp saya udah 5 bulan belum jadi padahal semua syarat udah lengkap minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan kami bgt terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
laporan: informasi syarat urus ktp di website ga update udah lama nih,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengaduan: petugas kelurahan sering ga ada di tempat pas jam kerja kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih parkir liar di depan toko halangi pejalan kaki kami sangat terganggu,keamanan,biasa,Satuan Polisi Pamong Praja
lingkungan kami sekarang udah bersih makasih petugas kebersihan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih ada kelompok yang sering bikin keributan di malam hari ganggu warga mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda jalan berlubang gede di depan sekolah udah ada yang jatuh harap segera ada tindakan,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami mohon ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
petugas kelurahan sering ga ada di tempat pas jam kerja,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mau lapor nih pasar tradisional sampahnya numpuk bau amis kemana mana tolong cepet ditangani,kebersihan,urgen,Dinas Lingkungan Hidup
halo pemda jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana kami bgt terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda got depan rumah agak kotor perlu dikuras segera ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
sungai butek item bau warga buanyak yang kena penyakit kulit udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
posyandu ga aktif udah 4 bulan balita ga ada yang pantau tumbuh kembangnya,kesehatan,urgen,Dinas Kesehatan
klinik desa ga ada dokter tetap cuma ada perawat kapan diselesaikan,kesehatan,urgen,Dinas Kesehatan
bu pemkot salatiga keren programnya pro rakyat tolong cepet ditangani,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: ambulans desa rusak ga bisa dipake warga ada yang sakit parah mohon ditindak,kesehatan,sangat_urgen,Dinas Kesehatan
tolong sampah plastik banyak berserakan di pinggir kali mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
got kecil di depan rumah agak mampet,infrastruktur,biasa,Dinas Pekerjaan Umum
bu premanisme di pasar makin merajalela pedagang resah tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: jalan masuk komplek rusak parah susah dilalui motor segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
tolong fogging dbd ga pernah dilakukan padahal kasus terus naik minta tolong banget,kesehatan,urgen,Dinas Kesehatan
laporan: got depan rumah mampet banjir kecil tiap hujan kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: makasih ya udah benerin jalan di depan rumah kami tolong cepet ditangani,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
pak sampah di tps udah meluber ke jalan bau banget lalat dimana mana,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: halte bus atapnya bocor ujan masuk,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
motor parkir sembarangan di badan jalan ganggu arus lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
bu jalan desa kami berlubang-lubang parah apalagi musim hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
petugas kebersihan jarang masuk ke gang kami,kebersihan,biasa,Dinas Lingkungan Hidup
info jadwal dokter di puskesmas ga pernah diupdate,kesehatan,biasa,Dinas Kesehatan
penerangan jalan umum di jalan protokol banyak yang mati udah lama nih,infrastruktur,urgen,Dinas Pekerjaan Umum
