teks_bersih,kategori,urgensi,instansi
posyandu ga aktif udah 4 bulan balita ga ada yang pantau tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
tolong rumput di taman kota tumbuh liar perlu dipangkas mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
senang lihat kota kami makin rapi dan bersih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ikan ikan di sungai mati massal diduga kena limbah pabrik tolong dong,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
ada warung yang buka sampai larut malam berisik,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu mohon ditindak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada keluhan nih sindikat penipuan online beroperasi di wilayah kami sudah banyak korban tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih saluran air besar jebol banjir rendam puluhan rumah warga,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
jalan masuk komplek rusak parah susah dilalui motor kami parah terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
tolong penculikan anak terjadi dkt sekolah dasar tolong cpt ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda jalan provinsi ambrol kena longsor akses kota putus total tolong dong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda jalan depan sekolah retak dalam banget anak anak sering jatuh cepet ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo selamat siang gorong gorong jebol jalan ambles dalam banget berbahaya bgt udah lama nih,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih petugas kelurahan sering ga ada di tempat pas jam kerja kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong ibu hmil mau lhrn tp bdn ga ad minta tolong,kesehatan,sangat_urgen,Dinas Kesehatan
dengan hormat limbah b3 dibuang sembarangan di lahan kosong dekat pemukiman,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera harap segera ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
kepada yth pemda program posyandu di kelurahan kami bagus terus ditingkatkan kami sangat terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih pengamen sering minta uang paksa di warung warung udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat ibu hamil di desa kami susah akses bidan jaraknya jauh banget minta tolong banget,kesehatan,urgen,Dinas Kesehatan
halte bus atapnya bocor ujan masuk minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
pak air pdam berasa aneh bau ga layak minum warga takut konsumsi minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
jambret hp terjadi siang hari di jalan ramai pelaku kabur udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
ruang tunggu kantor pelayanan gak ada tempat duduk yang cukup kami tunggu tindakannya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bu lingkungan rt kurang bersih perlu kerja bakti tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
pak limbah pabrik dibuang ke kali sumber air minum masyarakat pada mual mual mohon ditindak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo selamat siang fogging dbd ga pernah dilakukan padahal kasus terus naik tolong diperhatikan,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih tempat pembuangan sampah sementara kelebihan kapasitas meluap kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
perampok bersenjata masuk ke rumah warga tadi malam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
sertifikat tanah saya ga kunjung kelar udah setaun nunggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor program kb di puskesmas kami terhenti karena kekurangan petugas kami tunggu tindakannya,kesehatan,urgen,Dinas Kesehatan
mbak kartu keluarga sejahtera kami hilang dari daftar enggak tahu sebabnya kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: jembatan di desa kami putus total ga bisa dilewati sama sekali tolong dong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
dengan hormat mesin fotokopi di kantor kelurahan sering rusak warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bank sampah di kelurahan kami ga jalan sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
pengaduan: penerangan jalan umum di jalan protokol banyak yang mati tolong diperhatikan,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda lampu merah di perempatan rusak rawan kecelakaan segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon kasus pencurian di komplek kami makin sering ga ada ronda malam mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
ada keluhan nih petugas apotek puskesmas kurang ramah saat melayani,kesehatan,biasa,Dinas Kesehatan
mas pasar tradisional sampahnya numpuk bau amis kemana mana,kebersihan,urgen,Dinas Lingkungan Hidup
bgl bnuh pngndara mtr jln glp,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor wabah diare menyebar di desa kami udah 20 orang kena termasuk balita segera ya pak,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor nomor telepon kantor kecamatan susah dihubungi harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor drainase kecil di gang agak kotor perlu dibersihkan terima kasih seblmnya,infrastruktur,biasa,Dinas Pekerjaan Umum
pak pasien penyakit jantung ga bisa dirujuk karena ga ada ambulans,kesehatan,sangat_urgen,Dinas Kesehatan
mau lapor nih lmbh pbrk bng ke kli air mnum wrg mual tolong cepet,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mbak ada bangunan yang cat temboknya jorok mengotori pemandangan udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
posyandu ga aktif udah 4 bulan balita ga ada yang pantau,kesehatan,urgen,Dinas Kesehatan
pemda tanggap banget waktu kami laporan langsung direspon,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
makasih ya udah benerin jalan di depan rumah kami warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih saluran irigasi sawah bocor petani rugi terus,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih banjir besar rendam jalan utama setinggi pinggang kendaraan ga bisa lewat warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mbak lampu di taman kota mati beberapa titik sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
jmbtn gntg mau pts kbl kratan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ruangan pelayanan dukcapil kurang nyaman ga ada ac sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bgl bnuh pngndara mtr jln glp minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon bangunan liar di lahan fasilitas umum ga ada penertiban harap buru buru ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
gorong gorong di bawah jalan tersumbat air meluap ke jalan,infrastruktur,urgen,Dinas Pekerjaan Umum
ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
penerangan jalan umum di jalan protokol banyak yang mati,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih got meluap banjir masuk rumah warga udah setinggi lutut mohon perhatiannya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengaduan: jalan di komplek ada yang berlubang kecil tolong dong,infrastruktur,biasa,Dinas Pekerjaan Umum
bu kamar mandi puskesmas sering tidak ada airnya,kesehatan,biasa,Dinas Kesehatan
ada warga yang buang sampah di lahan kosong depan rumah kami terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
selamat pagi mau lapor pembuangan sampah ilegal di pinggir sawah menggunung kami banget terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
halo selamat siang trotoar di jalan retak retak kami tunggu tindakannya,infrastruktur,biasa,Dinas Pekerjaan Umum
mohon ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
gorong gorong jebol jalan ambles dalam banget berbahaya bgt tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo selamat siang klinik desa ga ada dokter tetap cuma ada perawat,kesehatan,urgen,Dinas Kesehatan
pohon besar tumbang nutupin jalan utama total ga bisa dilewati,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon jmbtn mau pts kblnya udh kratan prh minta tolong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak got kecil di depan rumah agak mampet kapan ada solusinya,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong konflik warga udah berlangsung lama belum ada penyelesaian dari aparat warga resah ini,keamanan,urgen,Satuan Polisi Pamong Praja
air pdm bau aneh ga lyk mnum minta tolong,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
bu ruang tunggu kantor pelayanan tidak ada tempat duduk yang cukup sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
laporan: loket pendaftaran puskesmas prosesnya lama banget,kesehatan,biasa,Dinas Kesehatan
mbak wabah campak menyebar di sekolah dasar puluhan anak kena kapan ada solusinya,kesehatan,sangat_urgen,Dinas Kesehatan
bu petugas apotek puskesmas kurang ramah saat melayani minta tolong banget,kesehatan,biasa,Dinas Kesehatan
mohon got kecil di rt kami jarang dibersihkan petugas kapan ada solusinya,kebersihan,biasa,Dinas Lingkungan Hidup
salut sama kerja keras pak lurah kami orangnya baik udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
nomor telepon kantor kecamatan susah dihubungi,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
dengan hormat limbah kimia ngalir ke sawah tanaman warga pada mati semua udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor fogging dbd ga pernah dilakukan padahal kasus terus naik,kesehatan,urgen,Dinas Kesehatan
saluran air kecil di gang agak tersumbat daun,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih selamat hari jadi kota salatiga semoga makin maju sdh kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mbak jalan desa berlubang lubang parah apalagi musim hujan minta perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon pasar tradisional sampahnya numpuk bau amis kemana mana minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
penerangan jalan minim banget malem gelap gulita rawan kejahatan udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: jalan depan sekolah retak dalam banget anak anak sering jatuh kapan diselesaikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih jambret hp terjadi siang hari di jalan ramai pelaku kabur tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor reklame ilegal banyak dipasang di pohon pohon jalan,keamanan,biasa,Satuan Polisi Pamong Praja
mohon papan informasi kesehatan di puskesmas jarang diperbarui segera ya pak,kesehatan,biasa,Dinas Kesehatan
got besar penuh sampah plastik banjir kalo ujan warga resah ini,kebersihan,urgen,Dinas Lingkungan Hidup
mbak pertolongan keringanan pajak sdh diajukan 3 bulan tidak ada respons kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu got depan pasar tersumbat sampah banjir pas hujan tolong diperhatikan,kebersihan,urgen,Dinas Lingkungan Hidup
mau lapor nih air smr wrg brubah wrna bau kima tolong cepet,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
plang nama gang kami copot perlu dipasang lagi warga resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
pak bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: mantep deh pemda udah cepet nanggepin keluhan warga harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
minta ada beberapa warga buang sampah sembarangan di pinggir jalan udah lama nih,kebersihan,biasa,Dinas Lingkungan Hidup
kepada yth pemda lampu di taman kota mati beberapa titik,infrastruktur,biasa,Dinas Pekerjaan Umum
bu asap pabrik hitam pekat setiap hari ganggu warga sekitar minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
bu lingkungan kami sekarang udah bersih makasih petugas kebersihan mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: ada warung yang buka sampai larut malam berisik terima kasih sebelumnya,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: ada tambang ilegal beroperasi di wilayah kami merusak lingkungan,keamanan,urgen,Satuan Polisi Pamong Praja
pak salut sama kerja keras pak lurah kami orangnya baik minta ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor polisi tidur di jalan depan sekolah terlalu tinggi segera ya pak,infrastruktur,biasa,Dinas Pekerjaan Umum
ada pedagang yang jualan di badan jalan bahayain pengendara,keamanan,biasa,Satuan Polisi Pamong Praja
halo selamat siang ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
mohon bgl rmpas hp ibu2 td pg,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong program pkh kami dihentikan tanpa pemberitahuan dan alasan yang jelas kami sangat terganggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu antrian puskesmas ga teratur pasien lansia berdiri berjam jam,kesehatan,urgen,Dinas Kesehatan
minta tolong papan pengumuman di kantor kelurahan jarang diupdate warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong tumpukan sampah di gang belakang makin tinggi ga ada yang angkut terima kasih semasih belumnya,kebersihan,urgen,Dinas Lingkungan Hidup
mas tempat sampah di halte bus udah penuh perlu dikosongkan kami sangat terganggu,kebersihan,biasa,Dinas Lingkungan Hidup
gorong gorong di bawah jalan tersumbat air meluap ke jalan kami tunggu tindakannya,infrastruktur,urgen,Dinas Pekerjaan Umum
bu pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
tolong kdrt prh krbanya luka2 plku kbr,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo selamat siang selamat pagi pemda semoga makin maju kotanya kami banget terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
puskesmas kami tidak punya alat usg padahal bejibun ibu hamil,kesehatan,urgen,Dinas Kesehatan
permisi mau lapor jembatan kayu di desa kami lapuk berbahaya kalo dilewati tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
selamat hari jadi kota salatiga semoga makin maju,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
papan pengumuman di kantor kelurahan jarang diupdate tolong ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengurusan izin mendirikan bangunan sudah setahun tidak selesai,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang pagar pembatas jalan agak miring perlu dibenerin sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar,kesehatan,urgen,Dinas Kesehatan
laporan: narkoba dijual terang2an dkt sdn anak anak terancam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak ruangan pelayanan dukcapil kurang nyaman ga ada ac minta tolong banget,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bu ikan ikan di sungai mati massal diduga kena limbah pabrik kami sangat terganggu,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
lampu taman di alun alun beberapa yang mati,infrastruktur,biasa,Dinas Pekerjaan Umum
selamat pagi mau lapor ada kasus leptospirosis setelah banjir warga mulai demam tinggi tolong diperhatikan,kesehatan,sangat_urgen,Dinas Kesehatan
mas bahu jalan agak rusak butuh perbaikan ringan tolong diperhatikan,infrastruktur,biasa,Dinas Pekerjaan Umum
permisi mau lapor jalan kampung kami masih belum diaspal becek banget kalo ujan tolong dong,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: sluran air bsar jbol bnj rendam rmh wrg,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kartu indonesia pintar anak saya tidak cair padahal memenuhi syarat terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
sampah plastik banyak berserakan di pinggir kali,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat sampah daun di depan rumah belum disapu petugas sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
begal sering beroperasi di jalan alternatif desa ga ada patroli,keamanan,urgen,Satuan Polisi Pamong Praja
ambulans desa rusak ga bisa dipake warga ada yang sakit parah,kesehatan,sangat_urgen,Dinas Kesehatan
sumber mata air desa kami tercemar limbah berwarna hijau berbau mohon ditindak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
tolong antrian puskesmas ga teratur pasien lansia berdiri berjam jam kapan ada solusinya,kesehatan,urgen,Dinas Kesehatan
pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus sudah kami laporkan berkali kali,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
trotoar di jalan retak retak,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih senang lihat kota kami makin rapi dan bersih mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor kursi tunggu di puskesmas kurang banyak pasien harus berdiri,kesehatan,biasa,Dinas Kesehatan
twrn pke clurit ada korban msuk ugd,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada pungutan liar di terminal oleh oknum preman,keamanan,urgen,Satuan Polisi Pamong Praja
halo selamat siang premanisme di pasar makin merajalela pedagang resah harap cepat ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
twrn pke batu ad yg luka prh tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
selamat pagi mau lapor sampah medis bekas jarum suntik berserakan di taman bermain anak udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo selamat siang program kb di puskesmas kami terhenti karena kekurangan petugas,kesehatan,urgen,Dinas Kesehatan
ruang tunggu puskesmas sempit dan panas ga ada kipas angin udah lama nih,kesehatan,biasa,Dinas Kesehatan
begal rampas motor ibu ibu td pagi di jln gatot sub pelaku kabur,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
petugas apotek puskesmas kurang ramah saat melayani,kesehatan,biasa,Dinas Kesehatan
bu fasilitas toilet di puskesmas kurang bersih,kesehatan,biasa,Dinas Kesehatan
selamat pagi mau lapor sumber mata air desa kami tercemar limbah berwarna hijau berbau,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
narkoba dijual terang2an dkt sdn anak anak terancam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu ktp saya udah 5 bulan masih belum jadi padahal semua syarat udah lengkap kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tawuran pake batu deket smp ada yg luka parah minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pencemaran udara dari pabrik bikin warga sesak napas batuk batuk tolong cepet ditangani,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
kepada yth pemda penertiban pkl ga konsisten balik lagi besoknya tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
loket pendaftaran puskesmas prosesnya lama banget,kesehatan,biasa,Dinas Kesehatan
pengaduan: tidak ada wifi di ruang tunggu puskesmas harap segera ada tindakan,kesehatan,biasa,Dinas Kesehatan
wrg kna dbd udh 5org positif,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih ambulans desa rusak ga bisa dipake warga ada yang sakit parah mohon ditindak,kesehatan,sangat_urgen,Dinas Kesehatan
penculikan anak terjadi dkt sekolah dasar tolong cpt ditangani segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu rumput di taman kota tumbuh liar perlu dipangkas,kebersihan,biasa,Dinas Lingkungan Hidup
ambln dsa rsk ga bs dpke wrg skt prh,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor ambulans desa rusak ga bisa dipake warga ada yang sakit parah tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
asap pbrk tbl msk rmh wrg ssk nps,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
ada keluhan nih makasih ya udah benerin jalan di depan rumah kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: jam pelayanan di kantor desa terlalu singkat tutup terlalu cepat kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
cat jembatan udah kusam perlu dicat ulang,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pak bupati semoga sehat selalu dan sukses terus,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada warga yang pelihara ayam di pemukiman padat bau dan berisik,keamanan,biasa,Satuan Polisi Pamong Praja
pengaduan: tumpukan sampah terbakar asapnya tebal masuk ke rumah warga sesak napas,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mau lapor nih jam buka puskesmas sering ga sesuai jadwal kapan ada solusinya,kesehatan,biasa,Dinas Kesehatan
halte bus atapnya bocor ujan masuk sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong ada pembuangan limbah ilegal di dekat sekolah baunya menyengat,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
jembatan retak parah goyang banget kalo dilewati truk minta tolong banget,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
minta tolong cat zebra cross di perempatan udah pudar minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih terimakasih pemda sudah perhatikan masyarakat kecil seperti kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon mesin fotokopi di kantor kelurahan sering rusak udah lama nih,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
air smr wrg brubah wrna bau kima,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mas antrian puskesmas ga teratur pasien lansia berdiri berjam jam,kesehatan,urgen,Dinas Kesehatan
pengaduan: ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda lampu merah di perempatan rusak rawan kecelakaan penduduk resah ini,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih lampu jalan di gang kami mati udah 2 minggu gelap bgt malem,infrastruktur,urgen,Dinas Pekerjaan Umum
dengan hormat loket pendaftaran puskesmas prosesnya lama banget mohon ditindak,kesehatan,biasa,Dinas Kesehatan
pengaduan: papan pengumuman di kantor kelurahan jarang diupdate warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
perjudian ilegal beroperasi terang terangan di garasi rumah warga terima kasih sebelumnya,keamanan,urgen,Satuan Polisi Pamong Praja
mas trotoar depan pasar rusak parah orang sering kesandung mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda ibu hamil mau melahirkan ga ada bidan desanya tidak hadir minta tolong banget,kesehatan,sangat_urgen,Dinas Kesehatan
lngsoran ttp akses 3 dsa wrg ga bs kmn segera pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: ruang tunggu kantor pelayanan tidak ada tempat duduk yang cukup sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
dengan hormat pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus mohon perhatiannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk kami sangat terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
informasi syarat urus ktp di website ga update,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mas sungai kecil belakang perumahan penuh sampah bau busuk,kebersihan,urgen,Dinas Lingkungan Hidup
mbak keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs terima kasih sebelumnya,kesehatan,sangat_urgen,Dinas Kesehatan
laporan: wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
halo selamat siang nomor antrian di kantor kecamatan sistemnya masih manual mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pak permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: maling motor udah masuk ke perumahan kami 3x dalam sebulan ini tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: jalan provinsi ambrol kena longsor akses kota putus total sdh kami laporkan berkali kali,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
program kb di puskesmas kami terhenti karena kekurangan petugas,kesehatan,urgen,Dinas Kesehatan
mau lapor nih reklame ilegal banyak dipasang di pohon pohon jalan,keamanan,biasa,Satuan Polisi Pamong Praja
minta tolong jembatan gantung mau putus kabelnya udah pada karatan parah terima kasih sebelumnya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih tawuran pake batu deket smp ada yg luka parah minta tolong bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada keluhan nih jalan berlubang gede di depan sekolah udah ada yang jatuh,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: surat keterangan domisili dipersulit minta syarat yang tidak masuk akal mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda ibu hamil mau melahirkan ga ada bidan desanya tidak hadir kapan ada solusinya,kesehatan,sangat_urgen,Dinas Kesehatan
penculikan anak terjadi dkt sekolah dasar tolong cpt ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon drainase kecil di gang agak kotor perlu dibersihkan harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
dengan hormat ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan,kebersihan,urgen,Dinas Lingkungan Hidup
jalan berlubang gede di depan sekolah udah ada yang jatuh kami sangat terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
halo selamat siang lampu penerangan di jembatan mati gelap berbahaya malam hari kami tunggu tindakannya,infrastruktur,urgen,Dinas Pekerjaan Umum
akta kelahiran anak susah banget diurusnya syaratnya berbelit belit,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: sungai kecil belakang perumahan penuh sampah bau busuk,kebersihan,urgen,Dinas Lingkungan Hidup
bu penerangan di lorong puskesmas kurang terang kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
bak sampah komunal di rt kami jarang diangkut mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
penipuan berkedok arisan online makan banyak korban di kelurahan kami kapan diselesaikan,keamanan,urgen,Satuan Polisi Pamong Praja
tolong bgl rmpas hp ibu2 td pg bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
cat zebra cross di perempatan udah pudar,infrastruktur,biasa,Dinas Pekerjaan Umum
